TSM_Server,Node,Server,Occ_GB,Cost,
HDCTSM01,IBMPTDCWTPC01,IBMPTDCWTPC01,227.97,Virtual,$15.95
HDCTSM01,HNAPXWISOINF02,HNAPXWISOINF02,225.52,Virtual,$15.78
HDCTSM01,HNAPXWESRMAPP04,HNAPXWESRMAPP04,224.69,Virtual,$15.72
HDCTSM01,HNAPXLESFTR01,hnapxlesftr01,224.3,Virtual,$15.70
HDCTSM01,HAMPXWLMS001,HAMPXWLMS001,224.18,Virtual,$15.69
HDCTSM01,CHCMWEB2T1P,chcmweb2t1p,224.17,Virtual,$15.69
HDCTSM01,AHMMDC01,AHMMDC01,223.61,Virtual,$15.65
HDCTSM01,CHPTLMDB3T3P,chptlmdb3t3p,223.56,Virtual,$15.64
HDCTSM01,CHPTLMDB2T3P,chptlmdb2t3p,223.26,Virtual,$15.62
HDCTSM01,D_HNAPXLBDMGMT04,hnapxlbdmgmt04,223.23,Virtual,$15.62
HDCTSM01,HNAPXWNAINDB02,HNAPXWNAINDB02,223.1,Virtual,$15.61
HDCTSM01,HDCNOTES10,HDCNOTES10,222.6,Virtual,$15.58
HDCTSM01,CHPUBSRPROD1,chpubsrprod1,221.92,Virtual,$15.53
HDCTSM01,HNACXWCVSQL01,HNACXWCVSQL01,221.47,Virtual,$15.50
HDCTSM01,HNAPXWVERREC01,HNAPXWVERREC01,220.63,Virtual,$15.44
HDCTSM01,HAMPAEPWCMG001,HAMPAEPWCMG001,220.18,Virtual,$15.41
HDCTSM01,HNAPXWPAMCPM01,HNAPXWPAMCPM01,219.94,Virtual,$15.39
HDCTSM01,HNAPXWGENNUAN02,HNAPXWGENNUAN02,219.5,Virtual,$15.36
HDCTSM01,HNAPXWBASSQL01,HNAPXWBASSQL01,219.47,Virtual,$15.36
HDCTSM01,CHPTLMDB1T3P,chptlmdb1t3p,219.3,Virtual,$15.35
HDCTSM01,CHEBIZUDB1T3P,chebizudb1t3p,218.95,Virtual,$15.32
HDCTSM01,CHEBIZUDB2T3P,chebizudb2t3p,218.93,Virtual,$15.32
HDCTSM01,P1AHMDCWBO04A,P1AHMDCWBO04A,217.66,Virtual,$15.23
HDCTSM01,HNAPXLMFTST04,hnapxlmftst04,217.29,Virtual,$15.21
HDCTSM01,HFCPCASWEBV12,HFCPXWCASAPP12,216.74,Virtual,$15.17
HDCTSM01,AHMPXWVGPHAPP01,AHMPXWVGPHAPP01,216.37,Virtual,$15.14
HDCTSM01,HNAPXWVERSQL02,HNAPXWVERSQL02,215.92,Virtual,$15.11
HDCTSM01,INPXWCORSQL03,INPXWCORSQL03,215.9,Virtual,$15.11
HDCTSM01,P1AHMDCWBO06A,P1AHMDCWBO06A,215.51,Virtual,$15.08
HDCTSM01,HNAPXLCPSDCCAMQ05,hnapxlcpsdccamq05,215.46,Virtual,$15.08
HDCTSM01,HNAPXWISOINF04,HNAPXWISOINF04,215.01,Virtual,$15.05
HDCTSM01,AIXMQ01P,aixmq01p,213.79,Virtual,$14.96
HDCTSM01,CHCMWEB1T1P,chcmweb1t1p,213.6,Virtual,$14.95
HDCTSM01,HNAPXWVDISQL01,HNAPXWVDISQL01,213.38,Virtual,$14.93
HDCTSM01,INPXWCORSQL04,INPXWCORSQL04,213.34,Virtual,$14.93
HDCTSM01,HNAPXWVTEXDB01,HNAPXWVTEXDB01,212.94,Virtual,$14.90
HDCTSM01,AHMGRB01,AHMGRB01,212.33,Virtual,$14.86
HDCTSM01,HNAPXWFQRDB01,HNAPXWFQRDB01,212.28,Virtual,$14.85
HDCTSM01,HNAPXWVERREC02,HNAPXWVERREC02,212.05,Virtual,$14.84
HDCTSM01,P1HAADCW01,P1HAADCW01,211.76,Virtual,$14.82
HDCTSM01,HFCPXWIMGCONT01,HFCPXWIMGCONT01,211.42,Virtual,$14.79
HDCTSM01,HDCTSM02,hnaphdcptsm02,210.74,Virtual,$14.75
HDCTSM01,CHPXWAPPMGR01,CHPXWAPPMGR01,210.68,Virtual,$14.74
HDCTSM01,HNAPXWEQSQL02,HNAPXWEQSQL02,210.14,Virtual,$14.70
HDCTSM01,HDCAPP87A,HDCAPP87A,209.94,Virtual,$14.69
HDCTSM01,HAMPXWSQL036,HAMPXWSQL036,209.84,Virtual,$14.68
HDCTSM01,P1AHMDCWHWEB02,P1AHMDCWHWEB02,209.83,Virtual,$14.68
HDCTSM01,HNAPXWMAXRPT001,HNAPXWMAXRPT001,209.43,Virtual,$14.66
HDCTSM01,HNAPXWVERREC03,HNAPXWVERREC03,209.23,Virtual,$14.64
HDCTSM01,PAHMDCLMFTST02A,pahmdclmftst02b,208.42,Virtual,$14.58
HDCTSM01,INPXWMQ01,INPXWMQ01,208.33,Virtual,$14.58
HDCTSM01,P1AHMDCWHWEB01,P1AHMDCWHWEB01,207.46,Virtual,$14.52
HDCTSM01,HNAPXWPCSAPP01_SQL,HNAPXWPCSAPP01,206.94,Virtual,$14.48
HDCTSM01,AHMPXWIDRSQL01_SQL,AHMPXWIDRSQL01,206.85,Virtual,$14.47
HDCTSM01,AHMAUR01,AHMAUR01,205.19,Virtual,$14.36
HDCTSM01,IBMPHWSCM01,IBMPHWSCM01,204.81,Virtual,$14.33
HDCTSM01,CHCOMMQM1T2P,chcommqm1t2p,204.66,Virtual,$14.32
HDCTSM01,TMSMQMPRODA,chcommqm1t2p,204.66,Virtual,$14.32
HDCTSM01,HNAPXWISOINF08,HNAPXWISOINF08,204.63,Virtual,$14.32
HDCTSM01,HFCPXWHYPFDM01,HFCPXWHYPFDM01,204.52,Virtual,$14.31
HDCTSM01,HNAPXWPRIAP02,HNAPXWPRIAP02,203.63,Virtual,$14.25
HDCTSM01,HAMPXWSQL030,HAMPXWSQL030,203.46,Virtual,$14.24
HDCTSM01,P1AHMDCWGDVAP01,P1AHMDCWGDVAP01,203.26,Virtual,$14.22
HDCTSM01,HNAPXLAMSMET01,hnapxlamsmet01,203.14,Virtual,$14.21
HDCTSM01,WD_HNAPXLCVCH01A,hnapxlcvch01a,202.43,Virtual,$14.17
HDCTSM01,INPXWCORSQL01,INPXWCORSQL01,201.9,Virtual,$14.13
HDCTSM01,HAMPXWCMGAPP04,HAMPXWCMGAPP04,201.44,Virtual,$14.10
HDCTSM01,HAMPXWSQL018,HAMPXWSQL018,200.77,Virtual,$14.05
HDCTSM01,AIXTWS2P,aixtws2p,200.05,Virtual,$14.00
HDCTSM01,HNAPXWEQSQL01,HNAPXWEQSQL01,199.98,Virtual,$13.99
HDCTSM01,HNAPXWPRIAP01,HNAPXWPRIAP01,199.75,Virtual,$13.98
HDCTSM01,HNAPXWRPASQL01,HNAPXWRPASQL01,199.61,Virtual,$13.97
HDCTSM01,INPXWCORSQL05,INPXWCORSQL05,199.1,Virtual,$13.93
HDCTSM01,HNAPXWSPSSBCL01_CLU,HNAPXWSPSSB01,199.03,Virtual,$13.93
HDCTSM01,D_IBMPHWCIRBAPS01,IBMPHWCIRBAPS01,198.56,Virtual,$13.89
HDCTSM01,HNAPXWPMCSAPP01,HNAPXWPMCSAPP01,198.26,Virtual,$13.87
HDCTSM01,HNAPXWVERSQL03,HNAPXWVERSQL03,198.06,Virtual,$13.86
HDCTSM01,HNAPXWVTEXDB02,HNAPXWVTEXDB02,197.85,Virtual,$13.84
HDCTSM01,HNAPHDCWSCMMP02,HNAPHDCWSCMMP02,197.62,Virtual,$13.83
HDCTSM01,HDCAPP62,HDCAPP62,197.03,Virtual,$13.79
HDCTSM01,HNAWDC01,HNAWDC01,196.73,Virtual,$13.77
HDCTSM01,HNAPXLTRACDB01,hnapxltracdb01,196.6,Virtual,$13.76
HDCTSM01,HNAPXWVERAPP02,HNAPXWVERAPP02,196.31,Virtual,$13.74
HDCTSM01,HNAPXWQCNSQL01,HNAPXWQCNSQL01,196.2,Virtual,$13.73
HDCTSM01,HNAPXWNAINPHA01,HNAPXWNAINPHA01,196.02,Virtual,$13.72
HDCTSM01,AHMPXWAUISSQL01,AHMPXWAUISSQL01,195.87,Virtual,$13.71
HDCTSM01,HFCPXWGBWSQL12,HFCPXWGBWSQL12,195.87,Virtual,$13.71
HDCTSM01,HNAPXWRPASQL02,HNAPXWRPASQL02,195.81,Virtual,$13.70
HDCTSM01,HFCPXWIMGSQL02_SQL,HFCPXWIMGSQL02,194.86,Virtual,$13.64
HDCTSM01,HNAPHDCWSCMMP01,HNAPHDCWSCMMP01,194.86,Virtual,$13.64
HDCTSM01,D_HNAPXLCRMSDB01,hnapxlcrmsdb01,194.85,Virtual,$13.63
HDCTSM01,PAHMLGSPPL101,pahmlgsppl101,194.42,Virtual,$13.60
HDCTSM01,PAHMLGSPPL102,pahmlgsppl102,194.14,Virtual,$13.58
HDCTSM01,IBMPHWVRAIWS01,IBMPHWVRAIWS01,194.08,Virtual,$13.58
HDCTSM01,HAMPXWVVTAPP01,HAMPXWVVTAPP01,194,Virtual,$13.58
HDCTSM01,HNAPXWINET02,HNAPXWINET02,193.12,Virtual,$13.51
HDCTSM01,HNAPXWURBDB01,HNAPXWURBDB01,193,Virtual,$13.51
HDCTSM01,HNAPXWNAINOWA01,HNAPXWNAINOWA01,192.79,Virtual,$13.49
HDCTSM01,INPXWCORSQL02,INPXWCORSQL02,192.54,Virtual,$13.47
HDCTSM01,AHMELD01,AHMELD01,192.53,Virtual,$13.47
HDCTSM01,AHMPXWTCSAPP01,AHMPXWTCSAPP01,192.1,Virtual,$13.44
HDCTSM01,HNAPXWPAMPSM03,HNAPXWPAMPSM03,191.87,Virtual,$13.43
HDCTSM01,AIXDM3P,aixdm3p,191.83,Virtual,$13.42
HDCTSM01,HDCAPP87,HDCAPP87,191.52,Virtual,$13.40
HDCTSM01,HNAPXWNAINOWA02,HNAPXWNAINOWA02,191.44,Virtual,$13.40
HDCTSM01,HAMPXWAPP007,HAMPXWAPP007,191.16,Virtual,$13.38
HDCTSM01,INPXWCORSQL06,INPXWCORSQL06,191.04,Virtual,$13.37
HDCTSM01,P1AHMDCWDDAP02,P1AHMDCWDDAP02,190.85,Virtual,$13.35
HDCTSM01,HAMPXWCMGAPP03,HAMPXWCMGAPP03,190.66,Virtual,$13.34
HDCTSM01,HNAPXWVERSQL01,HNAPXWVERSQL01,190.56,Virtual,$13.33
HDCTSM01,HNAPXWNAINDB01,HNAPXWNAINDB01,190.26,Virtual,$13.31
HDCTSM01,HAMPXWSQL038_SQL,HAMPXWSQL038,190.24,Virtual,$13.31
HDCTSM01,HNAPXWSPSSBCL03_CLU,HNAPXWSPSSB03,190.06,Virtual,$13.30
HDCTSM01,HNAPXWAMSCOL01,HNAPXWAMSCOL01,189.88,Virtual,$13.29
HDCTSM01,HFCPXWCPAPP02,HFCPXWCPAPP02,189.69,Virtual,$13.27
HDCTSM01,HFCPXWGBWSQL11,HFCPXWGBWSQL11,188.94,Virtual,$13.22
HDCTSM01,HNAPXWURBDB02,HNAPXWURBDB02,188.14,Virtual,$13.16
HDCTSM01,HNAPXWPAMPSM01,HNAPXWPAMPSM01,187.75,Virtual,$13.14
HDCTSM01,HFCPXWCPAPP01,HFCPXWCPAPP01,187.25,Virtual,$13.10
HDCTSM01,AHMPS01,ahmps01,186.23,Virtual,$13.03
HDCTSM01,CHPXWAPPMGR02,CHPXWAPPMGR02,186.11,Virtual,$13.02
HDCTSM01,HNAQXWRPXSQL01_SQL,HNAQXWRPXSQL01,185.86,Virtual,$13.01
HDCTSM01,HNAPXWCMQSQL01,HNAPXWCMQSQL01,185.33,Virtual,$12.97
HDCTSM01,HNAPXWVERAPP01,HNAPXWVERAPP01,185.29,Virtual,$12.97
HDCTSM01,HNAPXWSCCMSQL03,HNAPXWSCCMSQL03,185,Virtual,$12.95
HDCTSM01,HNAPXWSTKSQL02_SQL,HNAPXWSTKSQL02,184.56,Virtual,$12.91
HDCTSM01,HNAPXWEMMSQL01,HNAPXWEMMSQL01,184.25,Virtual,$12.89
HDCTSM01,HNAPXWMEPOSQL01,HNAPXWMEPOSQL01,183.91,Virtual,$12.87
HDCTSM01,HNAPXWGENSQL04,HNAPXWGENSQL04,183.78,Virtual,$12.86
HDCTSM01,HNAPWGSPDB31,HNAPWGSPDB31,183.73,Virtual,$12.86
HDCTSM01,HNAPXWGENNUAN01,HNAPXWGENNUAN01,183.44,Virtual,$12.84
HDCTSM01,HNAPXWSPSSB02,HNAPXWSPSSB02,183.37,Virtual,$12.83
HDCTSM01,HNAPXWCRMSIC01,HNAPXWCRMSIC01,183.16,Virtual,$12.82
HDCTSM01,HNAPXLRMTAP03,hnapxlrmtap03,182.93,Virtual,$12.80
HDCTSM01,AHMEPUBPS01,AHMEPUBPS01,182.86,Virtual,$12.80
HDCTSM01,IBMPHWSYSLOG01,IBMPHWSYSLOG01,182.52,Virtual,$12.77
HDCTSM01,HNAPXWCMNAPP01,HNAPXWCMNAPP01,182.45,Virtual,$12.77
HDCTSM01,HNAPXWGENSQL03,HNAPXWGENSQL03,182.19,Virtual,$12.75
HDCTSM01,AHMPXWPBIAPP01,AHMPXWPBIAPP01,181.74,Virtual,$12.72
HDCTSM01,AHMPXWCMNAPP07,AHMPXWCMNAPP07,181.72,Virtual,$12.72
HDCTSM01,AHMPXWPRTSAPP01,AHMPXWPRTSAPP01,180.46,Virtual,$12.63
HDCTSM01,HNAPXWSPSAP01,HNAPXWSPSAP01,180.46,Virtual,$12.63
HDCTSM01,HAMPXWNPS002,HAMPXWNPS002,180.39,Virtual,$12.62
HDCTSM01,D_QAHMDCLDOMQA4_DOM,qahmdcldomqa4,180.22,Virtual,$12.61
HDCTSM01,HAMPXWSQL030_SQL,HAMPXWSQL030,179.93,Virtual,$12.59
HDCTSM01,INPXWMQ02,INPXWMQ02,179.76,Virtual,$12.58
HDCTSM01,PAHMWGSPPC101,PAHMWGSPPC101,179.65,Virtual,$12.57
HDCTSM01,HNAPXWSPSSB04,HNAPXWSPSSB04,179.44,Virtual,$12.56
HDCTSM01,HAMPXWWEB002,HAMPXWWEB002,178.9,Virtual,$12.52
HDCTSM01,PAHMDCLNGTDB01A,pahmdclngtdb01a.amerhonda.com,178.88,Virtual,$12.52
HDCTSM01,HNAPXWRPXSQL01,HNAPXWRPXSQL01,178.57,Virtual,$12.49
HDCTSM01,HNAPXWESCMAPP07,HNAPXWESCMAPP07,177.6,Virtual,$12.43
HDCTSM01,HFCPXWCASAPP14,HFCPXWCASAPP14,177.46,Virtual,$12.42
HDCTSM01,HNAPXWGENCIM03,HNAPXWGENCIM03,177.23,Virtual,$12.40
HDCTSM01,HNAPXWBOSQL01,HNAPXWBOSQL01,177.03,Virtual,$12.39
HDCTSM01,HNAPXWCPSQL02,HNAPXWCPSQL02,175.91,Virtual,$12.31
HDCTSM01,IBMPXWVCTRUM01,IBMPXWVCTRUM01,175.9,Virtual,$12.31
HDCTSM01,D_HAMPXWSQL023_SQL,HAMPXWSQL023,175.54,Virtual,$12.28
HDCTSM01,HNAPXWGSPUPDB01,HNAPXWGSPUPDB01,175.53,Virtual,$12.28
HDCTSM01,HNAPXWSTAPP01A,HNAPXWSTAPP01A,175.05,Virtual,$12.25
HDCTSM01,HNAPXLCPRODB01,hnapxlcprodb01,174.67,Virtual,$12.22
HDCTSM01,HNAPXWGENSQL01,HNAPXWGENSQL01,174.46,Virtual,$12.21
HDCTSM01,IBMPTDCWTPC01_DB2,IBMPTDCWTPC01,174.08,Virtual,$12.18
HDCTSM01,INPXWPRINT02,INPXWPRINT02,174.08,Virtual,$12.18
HDCTSM01,HNAPXWCPSQL01,HNAPXWCPSQL01,174.06,Virtual,$12.18
HDCTSM01,HNAPXWMAXBI01,HNAPXWMAXBI01,174.06,Virtual,$12.18
HDCTSM01,HNAPXWVOCSQL01,HNAPXWVOCSQL01,173.84,Virtual,$12.16
HDCTSM01,HDCAPP96,HDCAPP96,173.63,Virtual,$12.15
HDCTSM01,M_HAMPMMCWSQL008_SQL,HAMPMMCWSQL008,173.62,Virtual,$12.15
HDCTSM01,HNAPXWBASSQL02,HNAPXWBASSQL02,173.53,Virtual,$12.14
HDCTSM01,CHCMWEBJBS2T2P,chcmwebjbs2t2p,172.78,Virtual,$12.09
HDCTSM01,HFCPXLPSOEM01,hfcpxlpsoem01.amerhonda.com,172.74,Virtual,$12.09
HDCTSM01,HFCPXWIMGCONT02,HFCPXWIMGCONT02,172.58,Virtual,$12.08
HDCTSM01,HNAPXWGSPUPDB02,HNAPXWGSPUPDB02,172.57,Virtual,$12.07
HDCTSM01,P1AHMDCWBO08A,P1AHMDCWBO08A,172.4,Virtual,$12.06
HDCTSM01,HAMPXWWEB001,HAMPXWWEB001,172.22,Virtual,$12.05
HDCTSM01,HNAPXWSPSAPCL01_CLU,HNAPXWSPSAP02,171.73,Virtual,$12.02
HDCTSM01,HNAPXWPPMAPP02,HNAPXWPPMAPP02,171.67,Virtual,$12.01
HDCTSM01,HNAPXWWEBSSQL01,HNAPXWWEBSSQL01,171.63,Virtual,$12.01
HDCTSM01,HDCINF30,HDCINF30,171.54,Virtual,$12.00
HDCTSM01,HNAPXWRFAXSQL01,HNAPXWRFAXSQL01,171.53,Virtual,$12.00
HDCTSM01,HFCPXWCPAPP12,HFCPXWCPAPP12,171.5,Virtual,$12.00
HDCTSM01,HAMPXWSQL028,HAMPXWSQL028,171.07,Virtual,$11.97
HDCTSM01,HNAPXWPAMPSM05,HNAPXWPAMPSM05,170.78,Virtual,$11.95
HDCTSM01,HNAPXWVOCSQL02,HNAPXWVOCSQL02,170.11,Virtual,$11.90
HDCTSM01,HNAPXLOLDB01,hnapxloldb01,169.99,Virtual,$11.89
HDCTSM01,HAMPXWAPP009,HAMPXWAPP009,169.97,Virtual,$11.89
HDCTSM01,HAMPXWSQL008,HAMPXWSQL008,169.97,Virtual,$11.89
HDCTSM01,HAMPXWSQL003,HAMPXWSQL003,169.7,Virtual,$11.87
HDCTSM01,IBMPHLART02,ibmphlart02.amerhonda.com,169.52,Virtual,$11.86
HDCTSM01,HNAPXWSWPSQL02,HNAPXWSWPSQL02,169.48,Virtual,$11.86
HDCTSM01,HAMPHMTWMSRS001,HAMPHMTWMSRS001,169.38,Virtual,$11.85
HDCTSM01,HFCPXWCPAPP11,HFCPXWCPAPP11,169.23,Virtual,$11.84
HDCTSM01,D_CHP7NIM1,chp7nim1,169.21,Virtual,$11.84
HDCTSM01,HNAPXWESCMAPP01,HNAPXWESCMAPP01,168.93,Virtual,$11.82
HDCTSM01,HAMPXWAPP008,HAMPXWAPP008,168.57,Virtual,$11.79
HDCTSM01,AHMPXWCEWDCON01,AHMPXWCEWDCON01,168.27,Virtual,$11.77
HDCTSM01,HNAPXLIDPSPJB01,hnapxlidpspjb01.amerhonda.com,167.96,Virtual,$11.75
HDCTSM01,HNAPXWGENSQL02,HNAPXWGENSQL02,167.56,Virtual,$11.72
HDCTSM01,INPXWSSM02,INPXWSSM02,167.28,Virtual,$11.70
HDCTSM01,ZENA1,zena,167.28,Virtual,$11.70
HDCTSM01,HAMPXWVVTSQL01,HAMPXWVVTSQL01,167.24,Virtual,$11.70
HDCTSM01,HNAPXWCMNAPP04,HNAPXWCMNAPP04,167.06,Virtual,$11.69
HDCTSM01,HNAPXWCMQAPP01,HNAPXWCMQAPP01,166.8,Virtual,$11.67
HDCTSM01,HNAPXWPKIINF004,HNAPXWPKIINF004,166.69,Virtual,$11.66
HDCTSM01,HNAPXWGENWFM02,HNAPXWGENWFM02,166.49,Virtual,$11.65
HDCTSM01,HNAPXWSPSSB07,HNAPXWSPSSB07,166.34,Virtual,$11.64
HDCTSM01,PHFCDCLIDLETL01,phfcdclidletl01,166.28,Virtual,$11.63
HDCTSM01,P1AHMDCWDDAP01,P1AHMDCWDDAP01,166.12,Virtual,$11.62
HDCTSM01,ECRMDAP1,ecrmdap1,165.74,Virtual,$11.60
HDCTSM01,ODCTSM01,hnapodcptsm01,165.63,Virtual,$11.59
HDCTSM01,P1AHMDCWBO10A,P1AHMDCWBO10A,165.63,Virtual,$11.59
HDCTSM01,CHEBIZSHRUDB2T3P,chebizshrudb2t3p,165.5,Virtual,$11.58
HDCTSM01,HAMPXWLMSQL001,HAMPXWLMSQL001,165.42,Virtual,$11.57
HDCTSM01,PIBMHDCAFR1,PIBMHDCAFR1,165.35,Virtual,$11.57
HDCTSM01,IBMPXWNTPDWH01,IBMPXWNTPDWH01,164.88,Virtual,$11.54
HDCTSM01,HNAPXWSCCMCMG01,HNAPXWSCCMCMG01,164.85,Virtual,$11.53
HDCTSM01,IBMPHWCVBOT01,IBMPHWCVBOT01,164.63,Virtual,$11.52
HDCTSM01,HAMPXWSQL039,HAMPXWSQL039,164.4,Virtual,$11.50
HDCTSM01,AHFCHDL01,AHFCHDL01,163.99,Virtual,$11.47
HDCTSM01,P1AHMDCWRFAX01,P1AHMDCWRFAX01,163.88,Virtual,$11.47
HDCTSM01,HNAPHPCWFS01,HNAPHPCWFS01,163.69,Virtual,$11.45
HDCTSM01,HNAPXWBASAPP01,HNAPXWBASAPP01,163.65,Virtual,$11.45
HDCTSM01,HMAMAIL10,HMAMAIL10,163.64,Virtual,$11.45
HDCTSM01,HNAPXWPKIINF003,HNAPXWPKIINF003,163.36,Virtual,$11.43
HDCTSM01,IBMPHWVRASQL02,IBMPHWVRASQL02,162.96,Virtual,$11.40
HDCTSM01,HAMPXWNQ1WEB02,HAMPXWNQ1WEB02,162.58,Virtual,$11.38
HDCTSM01,AHMPXWHALSQL02,AHMPXWHALSQL02,162.42,Virtual,$11.36
HDCTSM01,P1AHMDCWGPOAP01,P1AHMDCWGPOAP01,162.13,Virtual,$11.34
HDCTSM01,HNAPXWSTAPP01,HNAPXWSTAPP01,162.01,Virtual,$11.34
HDCTSM01,AHMPXWUKGOPC01,AHMPXWUKGOPC01,161.72,Virtual,$11.32
HDCTSM01,AHMPXWVTXRSQL01,AHMPXWVTXRSQL01,161.68,Virtual,$11.31
HDCTSM01,HNAPXWGENWFM01,HNAPXWGENWFM01,161.42,Virtual,$11.29
HDCTSM01,HFCPXWDFSWEB11,HFCPXWDFSWEB11,161.05,Virtual,$11.27
HDCTSM01,PAHMLGSPSTXADMIN,pahmlgspstxadmin,160.84,Virtual,$11.25
HDCTSM01,HNAPXWUNFLAP01,HNAPXWUNFLAP01,160.29,Virtual,$11.22
HDCTSM01,AHMDET02,AHMDET02,159.95,Virtual,$11.19
HDCTSM01,HNAPXWPPMAPP03,HNAPXWPPMAPP03,159.09,Virtual,$11.13
HDCTSM01,HNAPXWPMCSSQL01,HNAPXWPMCSSQL01,159,Virtual,$11.13
HDCTSM01,P1AHMDCWDPAV02,P1AHMDCWDPAV02,158.97,Virtual,$11.12
HDCTSM01,HNAPXLESFSR01,hnapxlesfsr01,158.82,Virtual,$11.11
HDCTSM01,INPXWSSLIIS01,INPXWSSLIIS01,158.71,Virtual,$11.10
HDCTSM01,HNAPWGSPUP01,HNAPWGSPUP01,158.22,Virtual,$11.07
HDCTSM01,AHMPXWUNIFSQL01,AHMPXWUNIFSQL01,158.1,Virtual,$11.06
HDCTSM01,P1AHMDCWEBM02,P1AHMDCWEBM02,158.06,Virtual,$11.06
HDCTSM01,HCMWB1P1,hcmwb1p1,157.76,Virtual,$11.04
HDCTSM01,IBMPHWVRASQL01,IBMPHWVRASQL01,156.57,Virtual,$10.95
HDCTSM01,HNAUXWCVSQL01,HNAUXWCVSQL01,156.36,Virtual,$10.94
HDCTSM01,HNAPXWCRMSAP01,HNAPXWCRMSAP01,156.01,Virtual,$10.92
HDCTSM01,INPXLIDS02,inpxlids02,155.91,Virtual,$10.91
HDCTSM01,HNAPXLOTAAPP06,hnapxlotaapp06,155.82,Virtual,$10.90
HDCTSM01,HAMPXWOPMAPA001,HAMPXWOPMAPA001,155.76,Virtual,$10.90
HDCTSM01,HFCPXWIMGOCC01,HFCPXWIMGOCC01,155.73,Virtual,$10.90
HDCTSM01,HDCINF24,HDCINF24,155.69,Virtual,$10.89
HDCTSM01,IBMPHWSAT01,IBMPHWSAT01,155.01,Virtual,$10.85
HDCTSM01,HNAPXWCMCAT01,HNAPXWCMCAT01,154.8,Virtual,$10.83
HDCTSM01,AUTOQETL1,autoqetl1,154.64,Virtual,$10.82
HDCTSM01,AHMPXWISISSQL01,AHMPXWISISSQL01,154.41,Virtual,$10.80
HDCTSM01,HNAPXWISOINF07,HNAPXWISOINF07,154.41,Virtual,$10.80
HDCTSM01,HNAPXWCRMSDB01,HNAPXWCRMSDB01,154.04,Virtual,$10.78
HDCTSM01,HNAPXWWEBGSQL01,HNAPXWWEBGSQL01,153.7,Virtual,$10.75
HDCTSM01,HNAPXWGSPPTX03,HNAPXWGSPPTX03,152.74,Virtual,$10.69
HDCTSM01,INPXLIDS01,inpxlids01,152.69,Virtual,$10.68
HDCTSM01,HNAPXWPCPCS02,HNAPXWPCPCS02,152.67,Virtual,$10.68
HDCTSM01,AHMTROYTLPS01,AHMTROYTLPS01,152.61,Virtual,$10.68
HDCTSM01,HNAPXWPCHOST04,HNAPXWPCHOST04,152.04,Virtual,$10.64
HDCTSM01,HNAPXWUNFLAP02,HNAPXWUNFLAP02,152.01,Virtual,$10.64
HDCTSM01,D_AHFCSAN01,AHFCSAN01,151.81,Virtual,$10.62
HDCTSM01,HNAPXWPCHOST05,HNAPXWPCHOST05,151.18,Virtual,$10.58
HDCTSM01,D_PAHMDCLEBM01,pahmdclebm01,151.17,Virtual,$10.58
HDCTSM01,HNAPXWPCPCS01,HNAPXWPCPCS01,150.96,Virtual,$10.56
HDCTSM01,MMPDEV14,MMPDEV14,150.9,Virtual,$10.56
HDCTSM01,HNAPXWCRMSAP02,HNAPXWCRMSAP02,150.75,Virtual,$10.55
HDCTSM01,HAMPXWOPELPA001,HAMPXWOPELPA001,150.16,Virtual,$10.51
HDCTSM01,AHMPXWIDRSQL01,AHMPXWIDRSQL01,150.14,Virtual,$10.50
HDCTSM01,HAMPXWOPDB001,HAMPXWOPDB001,150.08,Virtual,$10.50
HDCTSM01,HNAPXWSTKSQL02,HNAPXWSTKSQL02,149.96,Virtual,$10.49
HDCTSM01,PAHMDCLNCSMS01,pahmdclncsms01.amerhonda.com,149.95,Virtual,$10.49
HDCTSM01,HNAPXWWEBGLOG01,HNAPXWWEBGLOG01,149.8,Virtual,$10.48
HDCTSM01,HNAPXWPKIINF005,HNAPXWPKIINF005,149.33,Virtual,$10.45
HDCTSM01,HNAPXWPKIINF006,HNAPXWPKIINF006,149.2,Virtual,$10.44
HDCTSM01,HNAPXWCMNAPP02,HNAPXWCMNAPP02,149.12,Virtual,$10.43
HDCTSM01,HFCPXWIMGSQL01,HFCPXWIMGSQL01,148.86,Virtual,$10.42
HDCTSM01,WD_HAMPXWSQLV02_SQL,,148.51,Virtual,$10.39
HDCTSM01,HNAPXWGSPPTX05,HNAPXWGSPPTX05,148.36,Virtual,$10.38
HDCTSM01,HNAPXWPCHOST01,HNAPXWPCHOST01,148.23,Virtual,$10.37
HDCTSM01,PAHMWHALOP01,PAHMWHALOP01,148.21,Virtual,$10.37
HDCTSM01,IBMPHWCTRX01,IBMPHWCTRX01,148.09,Virtual,$10.36
HDCTSM01,IBMPHWVRAIWS02,IBMPHWVRAIWS02,147.75,Virtual,$10.34
HDCTSM01,HNAPXWISOSQL01,HNAPXWISOSQL01,147.48,Virtual,$10.32
HDCTSM01,HNAPXWCTMSAPP01,HNAPXWCTMSAPP01,147.4,Virtual,$10.31
HDCTSM01,P1AHMDCWRFAX02,P1AHMDCWRFAX02,147.25,Virtual,$10.30
HDCTSM01,HAMPXWOPELPE001,HAMPXWOPELPE001,146.96,Virtual,$10.28
HDCTSM01,P1AHMDCWLIC04,P1AHMDCWLIC04,146.88,Virtual,$10.28
HDCTSM01,HFCPXWIMGSQL02,HFCPXWIMGSQL02,146.78,Virtual,$10.27
